Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
1624,,Chile,-35.6751,-71.543,2020-02-29,0
1625,,United Arab Emirates,24.0,54.0,2020-01-29,4
1626,Heilongjiang,China,47.862,127.7615,2020-01-22,0
1627,California,US,36.1162,-119.6816,2020-03-10,144
1628,Hong Kong,China,22.3,114.2,2020-02-01,13
1629,,Bolivia,-16.2902,-63.5887,2020-03-18,12
1630,Montana,US,46.9219,-110.4544,2020-01-23,0
1631,,North Macedonia,41.6086,21.7453,2020-02-24,0
1632,,Trinidad and Tobago,10.6918,-61.2225,2020-03-13,0
1633,,Ethiopia,9.145,40.4897,2020-02-18,0
1634,Illinois,US,40.3495,-88.9861,2020-02-10,0
1635,Saskatchewan,Canada,52.9399,-106.4509,2020-02-24,0
1636,Georgia,US,33.0406,-83.6431,2020-02-25,0
1637,St Martin,France,18.0708,-63.0501,2020-01-23,0
1638,Maryland,US,39.0639,-76.8021,2020-03-19,107
1639,Jiangsu,China,32.9711,119.455,2020-01-29,99
1640,,Kazakhstan,48.0196,66.9237,2020-02-29,0
1641,,Germany,51.0,9.0,2020-02-29,79
1642,Shanxi,China,37.5777,112.2922,2020-01-27,13
1643,,South Africa,-30.5595,22.9375,2020-02-18,0
1644,Guadeloupe,France,16.25,-61.5833,2020-03-16,6
1645,,Moldova,47.4116,28.3699,2020-01-24,0
1646,Hong Kong,China,22.3,114.2,2020-03-09,115
1647,Jiangsu,China,32.9711,119.455,2020-02-23,631
1648,Hong Kong,China,22.3,114.2,2020-02-09,29
1649,,Namibia,-22.9576,18.4904,2020-02-01,0
1650,,Rwanda,-1.9403,29.8739,2020-02-26,0
1651,New South Wales,Australia,-33.8688,151.2093,2020-02-04,4
1652,Wisconsin,US,44.2685,-89.6165,2020-01-31,0
1653,,Liechtenstein,47.14,9.55,2020-02-10,0
1654,Virgin Islands,US,18.3358,-64.8963,2020-03-05,0
1655,Guadeloupe,France,16.25,-61.5833,2020-03-17,18
1656,Texas,US,31.0545,-97.5635,2020-02-24,0
1657,Netherlands,Netherlands,52.1326,5.2913,2020-02-16,0
1658,Massachusetts,US,42.2302,-71.5301,2020-03-12,108
1659,,Ecuador,-1.8312,-78.1834,2020-03-05,13
1660,Alberta,Canada,53.9333,-116.5765,2020-01-23,0
1661,,Jamaica,18.1096,-77.2975,2020-02-18,0
1662,North Carolina,US,35.6301,-79.8064,2020-03-22,302
1663,,Ecuador,-1.8312,-78.1834,2020-03-08,14
1664,French Guiana,France,3.9339,-53.1258,2020-02-22,0
1665,,Aruba,12.5211,-69.9683,2020-03-07,0
1666,,Congo (Brazzaville),-4.0383,21.7587,2020-01-27,0
1667,,Congo (Brazzaville),-4.0383,21.7587,2020-02-25,0
1668,,Morocco,31.7917,-7.0926,2020-02-21,0
1669,,Croatia,45.1,15.2,2020-01-28,0
1670,Shanxi,China,37.5777,112.2922,2020-02-05,81
1671,Connecticut,US,41.5978,-72.7554,2020-02-17,0
1672,Indiana,US,39.8494,-86.2583,2020-02-13,0
1673,New York,US,42.1657,-74.9481,2020-02-21,0
1674,,Cuba,22.0,-80.0,2020-03-04,0
1675,,Panama,8.538,-80.7821,2020-03-13,27
1676,,Czechia,49.8175,15.473,2020-02-11,0
1677,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5
1678,,The Gambia,13.4667,-16.6,2020-03-21,0
1679,,Turkey,38.9637,35.2433,2020-03-08,0
1680,New Hampshire,US,43.4525,-71.5639,2020-01-30,0
1681,,Austria,47.5162,14.5501,2020-02-13,0
1682,,Lithuania,55.1694,23.8813,2020-02-28,1
1683,,Mayotte,-12.8275,45.1662,2020-02-19,0
1684,,Austria,47.5162,14.5501,2020-01-28,0
1685,Montana,US,46.9219,-110.4544,2020-02-21,0
1686,,Namibia,-22.9576,18.4904,2020-03-12,0
1687,Puerto Rico,US,18.2208,-66.5901,2020-03-08,0
1688,Chongqing,China,30.0572,107.874,2020-02-23,575
1689,Henan,China,33.882,113.614,2020-01-30,0
1690,,Panama,8.538,-80.7821,2020-02-06,0
1691,,Honduras,15.2,-86.2419,2020-03-05,0
1692,,Luxembourg,49.8153,6.1296,2020-02-02,0
1693,,Mongolia,46.8625,103.8467,2020-02-23,0
1694,Kansas,US,38.5266,-96.7265,2020-02-13,0
1695,Washington,US,47.4009,-121.4905,2020-02-25,0
1696,,Rwanda,-1.9403,29.8739,2020-02-02,0
1697,,Belarus,53.7098,27.9534,2020-02-09,0
1698,New Brunswick,Canada,46.5653,-66.4619,2020-02-15,0
1699,Jiangsu,China,32.9711,119.455,2020-02-03,271
1700,,Sudan,12.8628,30.2176,2020-03-07,0
1701,,Reunion,-21.1151,55.5364,2020-02-21,0
1702,Hong Kong,China,22.3,114.2,2020-03-02,100
1703,,Algeria,28.0339,1.6596,2020-01-23,0
1704,Northern Territory,Australia,-12.4634,130.8456,2020-03-07,0
1705,,Namibia,-22.9576,18.4904,2020-02-18,0
1706,,Sri Lanka,7.0,81.0,2020-02-23,1
1707,,The Bahamas,24.25,-76.0,2020-01-28,0
1708,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-13,0
1709,Shanghai,China,31.202,121.4491,2020-02-20,0
1710,Guadeloupe,France,16.25,-61.5833,2020-02-16,0
1711,United States Virgin Islands,US,18.35,-64.933,2020-02-11,0
1712,,Suriname,3.9193,-56.0278,2020-02-04,0
1713,St Martin,France,18.0708,-63.0501,2020-02-22,0
1714,North Carolina,US,35.6301,-79.8064,2020-03-13,17
1715,,Colombia,4.5709,-74.2973,2020-02-13,0
1716,,Latvia,56.8796,24.6032,2020-02-19,0
1717,Aruba,Netherlands,12.5186,-70.0358,2020-02-06,0
1718,,Indonesia,-0.7893,113.9213,2020-03-12,34
1719,Connecticut,US,41.5978,-72.7554,2020-02-29,0
1720,Beijing,China,40.1824,116.4142,2020-02-22,399
1721,Jiangsu,China,32.9711,119.455,2020-02-18,629
1722,,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0
1723,,Cuba,22.0,-80.0,2020-02-03,0
1724,,Nepal,28.1667,84.25,2020-01-26,1
1725,,Brunei,4.5353,114.7277,2020-03-18,68
1726,Xinjiang,China,41.1129,85.2401,2020-02-21,76
1727,Reunion,France,-21.1351,55.2471,2020-02-02,0
1728,Puerto Rico,US,18.2208,-66.5901,2020-03-13,0
1729,,Malta,35.9375,14.3754,2020-01-26,0
1730,,Montenegro,42.5,19.3,2020-02-06,0
1731,Virgin Islands,US,18.3358,-64.8963,2020-02-23,0
1732,,Cameroon,3.848,11.5021,2020-01-29,0
1733,Ningxia,China,37.2692,106.1655,2020-02-26,71
1734,,Japan,36.0,138.0,2020-02-17,66
1735,,Republic of the Congo,-1.44,15.556,2020-02-16,0
1736,,Cote d'Ivoire,7.54,-5.5471,2020-02-20,0
1737,,Cambodia,11.55,104.9167,2020-01-28,1
1738,,Ethiopia,9.145,40.4897,2020-02-25,0
1739,Xinjiang,China,41.1129,85.2401,2020-03-10,76
1740,South Carolina,US,33.8569,-80.945,2020-02-28,0
1741,,Rwanda,-1.9403,29.8739,2020-01-31,0
1742,,Afghanistan,33.0,65.0,2020-01-30,0
1743,,Georgia,42.3154,43.3569,2020-02-28,1
1744,,Albania,41.1533,20.1683,2020-03-18,59
1745,,The Bahamas,24.25,-76.0,2020-01-27,0
1746,Chongqing,China,30.0572,107.874,2020-02-06,411
1747,,Taiwan*,23.7,121.0,2020-02-29,39
1748,,Lebanon,33.8547,35.8623,2020-02-02,0
1749,Hawaii,US,21.0943,-157.4983,2020-01-24,0
1750,Northern Territory,Australia,-12.4634,130.8456,2020-03-15,1
1751,Rhode Island,US,41.6809,-71.5118,2020-03-19,44
1752,Tasmania,Australia,-41.4545,145.9707,2020-01-26,0
1753,Reunion,France,-21.1351,55.2471,2020-02-15,0
1754,North Carolina,US,35.6301,-79.8064,2020-01-30,0
1755,New Brunswick,Canada,46.5653,-66.4619,2020-03-11,1
1756,,The Gambia,13.4667,-16.6,2020-03-09,0
1757,Maine,US,44.6939,-69.3819,2020-02-20,0
1758,,Greece,39.0742,21.8243,2020-02-09,0
1759,Tianjin,China,39.3054,117.323,2020-02-17,125
1760,Tasmania,Australia,-41.4545,145.9707,2020-03-15,6
1761,,Lithuania,55.1694,23.8813,2020-02-15,0
1762,,Malaysia,2.5,112.5,2020-02-03,8
1763,,Croatia,45.1,15.2,2020-02-03,0
1764,,Germany,51.0,9.0,2020-03-05,482
1765,,Chile,-35.6751,-71.543,2020-01-29,0
1766,,Panama,8.538,-80.7821,2020-01-25,0
1767,,Malta,35.9375,14.3754,2020-02-28,0
1768,South Dakota,US,44.2998,-99.4388,2020-03-13,8
1769,Aruba,Netherlands,12.5186,-70.0358,2020-01-26,0
1770,Indiana,US,39.8494,-86.2583,2020-03-22,201
1771,Louisiana,US,31.1695,-91.8678,2020-03-01,0
1772,District of Columbia,US,38.8974,-77.0268,2020-01-28,0
1773,,Hungary,47.1625,19.5033,2020-02-01,0
1774,Michigan,US,43.3266,-84.5361,2020-03-07,0
1775,,Liechtenstein,47.14,9.55,2020-03-04,1
1776,,Kuwait,29.5,47.75,2020-02-06,0
1777,,Kosovo,42.6026,20.903,2020-02-15,0
1778,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-20,1
1779,,Cameroon,3.848,11.5021,2020-02-10,0
1780,French Guiana,France,3.9339,-53.1258,2020-02-21,0
1781,South Carolina,US,33.8569,-80.945,2020-03-02,0
1782,Ningxia,China,37.2692,106.1655,2020-03-10,75
1783,Gansu,China,37.8099,101.0583,2020-02-26,91
1784,Saskatchewan,Canada,52.9399,-106.4509,2020-01-26,0
1785,,Slovakia,48.669,19.699,2020-03-18,105
1786,Anhui,China,31.8257,117.2264,2020-02-11,860
1787,Massachusetts,US,42.2302,-71.5301,2020-02-17,0
1788,Jiangsu,China,32.9711,119.455,2020-02-13,570
1789,Idaho,US,44.2405,-114.4788,2020-02-09,0
1790,,Ethiopia,9.145,40.4897,2020-03-04,0
1791,,Senegal,14.4974,-14.4524,2020-02-21,0
1792,Virginia,US,37.7693,-78.17,2020-02-27,0
1793,,Switzerland,46.8182,8.2275,2020-02-01,0
1794,South Dakota,US,44.2998,-99.4388,2020-02-05,0
1795,,Luxembourg,49.8153,6.1296,2020-01-26,0
1796,,Guyana,5.0,-58.75,2020-02-10,0
1797,Indiana,US,39.8494,-86.2583,2020-03-03,0
1798,Western Australia,Australia,-31.9505,115.8605,2020-02-20,0
1799,California,US,36.1162,-119.6816,2020-03-04,0
1800,,Bangladesh,23.685,90.3563,2020-03-18,14
1801,,Andorra,42.5063,1.5218,2020-02-09,0
1802,Liaoning,China,41.2956,122.6085,2020-02-04,81
1803,,San Marino,43.9424,12.4578,2020-02-06,0
1804,France,France,46.2276,2.2137,2020-03-06,653
1805,Idaho,US,44.2405,-114.4788,2020-03-02,0
1806,,Iceland,64.9631,-19.0208,2020-03-01,3
1807,,Republic of the Congo,-1.44,15.556,2020-02-12,0
1808,,New Zealand,-40.9006,174.886,2020-02-01,0
1809,,Ecuador,-1.8312,-78.1834,2020-01-23,0
1810,,Greenland,71.7069,-42.6043,2020-01-22,0
1811,Montana,US,46.9219,-110.4544,2020-01-29,0
1812,Northern Territory,Australia,-12.4634,130.8456,2020-02-28,0
1813,,Guadeloupe,16.265,-61.551,2020-03-21,0
1814,,Nigeria,9.082,8.6753,2020-02-13,0
1815,,Kyrgyzstan,41.2044,74.7661,2020-02-26,0
1816,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-05,0
1817,,Lithuania,55.1694,23.8813,2020-03-07,1
1818,,Poland,51.9194,19.1451,2020-03-01,0
1819,,Maldives,3.2028,73.2207,2020-02-28,0
1820,,Bulgaria,42.7339,25.4858,2020-01-22,0
1821,Oklahoma,US,35.5653,-96.9289,2020-03-15,7
1822,,Cambodia,11.55,104.9167,2020-03-02,1
1823,Oregon,US,44.572,-122.0709,2020-03-01,0
1824,,Croatia,45.1,15.2,2020-02-04,0
1825,,Morocco,31.7917,-7.0926,2020-01-23,0
1826,,Kazakhstan,48.0196,66.9237,2020-03-21,53
1827,From Diamond Princess,Australia,35.4437,139.638,2020-01-30,0
1828,,Uzbekistan,41.3775,64.5853,2020-01-27,0
1829,Ningxia,China,37.2692,106.1655,2020-02-04,34
1830,,Nepal,28.1667,84.25,2020-02-28,1
1831,Georgia,US,33.0406,-83.6431,2020-02-04,0
1832,Texas,US,31.0545,-97.5635,2020-01-23,0
1833,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-28,0
1834,Arkansas,US,34.9697,-92.3731,2020-02-17,0
1835,Ningxia,China,37.2692,106.1655,2020-02-24,71
1836,Virginia,US,37.7693,-78.17,2020-02-21,0
1837,,Switzerland,46.8182,8.2275,2020-03-02,42
1838,,Guatemala,15.7835,-90.2308,2020-02-03,0
1839,Michigan,US,43.3266,-84.5361,2020-01-25,0
1840,West Virginia,US,38.4912,-80.9545,2020-02-04,0
1841,,Zambia,-15.4167,28.2833,2020-02-08,0
1842,Northern Territory,Australia,-12.4634,130.8456,2020-02-21,0
1843,Reunion,France,-21.1351,55.2471,2020-03-12,1
1844,,Namibia,-22.9576,18.4904,2020-02-05,0
1845,Jiangxi,China,27.614,115.7221,2020-02-11,804
1846,,Senegal,14.4974,-14.4524,2020-03-07,4
1847,,India,21.0,78.0,2020-02-28,3
1848,,Uruguay,-32.5228,-55.7658,2020-03-02,0
1849,,Austria,47.5162,14.5501,2020-01-30,0
1850,Grand Princess,US,37.6489,-122.6655,2020-03-07,21
1851,,Iraq,33.0,44.0,2020-03-08,60
1852,Shanghai,China,31.202,121.4491,2020-03-14,0
1853,Heilongjiang,China,47.862,127.7615,2020-02-27,0
1854,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-02,0
1855,Ontario,Canada,51.2538,-85.3232,2020-02-21,3
1856,,Israel,31.0,35.0,2020-02-02,0
1857,,Ireland,53.1424,-7.6921,2020-03-13,90
1858,,Czechia,49.8175,15.473,2020-03-17,0
1859,,Azerbaijan,40.1431,47.5769,2020-02-25,0
1860,,Cambodia,11.55,104.9167,2020-02-05,1
1861,,Kyrgyzstan,41.2044,74.7661,2020-02-21,0
1862,,Togo,8.6195,0.8248,2020-02-08,0
1863,,Romania,45.9432,24.9668,2020-03-12,49
1864,French Polynesia,France,-17.6797,149.4068,2020-02-21,0
1865,Ontario,Canada,51.2538,-85.3232,2020-02-16,3
1866,,Qatar,25.3548,51.1839,2020-01-28,0
1867,North Carolina,US,35.6301,-79.8064,2020-02-19,0
1868,,Congo (Brazzaville),-4.0383,21.7587,2020-01-28,0
1869,,Panama,8.538,-80.7821,2020-02-18,0
1870,Denmark,Denmark,56.2639,9.5018,2020-03-05,10
1871,Heilongjiang,China,47.862,127.7615,2020-03-04,0
1872,,Dominican Republic,18.7357,-70.1627,2020-01-27,0
1873,,Turkey,38.9637,35.2433,2020-02-04,0
1874,Quebec,Canada,52.9399,-73.5491,2020-03-17,74
1875,Denmark,Denmark,56.2639,9.5018,2020-01-30,0
1876,,Ethiopia,9.145,40.4897,2020-03-22,11
1877,,Vietnam,16.0,108.0,2020-02-28,16
1878,Virginia,US,37.7693,-78.17,2020-02-22,0
1879,,Kyrgyzstan,41.2044,74.7661,2020-02-15,0
1880,Queensland,Australia,-28.0167,153.4,2020-01-25,0
1881,,Cameroon,3.848,11.5021,2020-02-19,0
1882,,Algeria,28.0339,1.6596,2020-02-09,0
1883,Virginia,US,37.7693,-78.17,2020-01-29,0
1884,Sichuan,China,30.6171,102.7103,2020-02-23,526
1885,Sichuan,China,30.6171,102.7103,2020-02-25,529
1886,St Martin,France,18.0708,-63.0501,2020-02-14,0
1887,,Honduras,15.2,-86.2419,2020-03-03,0
1888,,Cambodia,11.55,104.9167,2020-03-14,7
1889,Jiangsu,China,32.9711,119.455,2020-03-13,631
1890,Tennessee,US,35.7478,-86.6923,2020-03-16,52
1891,,Guam,13.4443,144.7937,2020-02-24,0
1892,,Guadeloupe,16.265,-61.551,2020-03-17,0
1893,,Kazakhstan,48.0196,66.9237,2020-03-04,0
1894,United States Virgin Islands,US,18.35,-64.933,2020-03-11,0
1895,,Ecuador,-1.8312,-78.1834,2020-02-22,0
1896,,Burkina Faso,12.2383,-1.5616,2020-02-01,0
1897,,San Marino,43.9424,12.4578,2020-02-05,0
1898,,Maldives,3.2028,73.2207,2020-03-12,8
1899,,Tunisia,34.0,9.0,2020-02-25,0
1900,,Afghanistan,33.0,65.0,2020-02-11,0
1901,,Poland,51.9194,19.1451,2020-03-18,251
1902,,Qatar,25.3548,51.1839,2020-02-16,0
1903,,Lithuania,55.1694,23.8813,2020-02-18,0
1904,,Poland,51.9194,19.1451,2020-02-10,0
1905,Hebei,China,39.549,116.1306,2020-03-13,318
1906,North Dakota,US,47.5289,-99.784,2020-02-13,0
1907,Rhode Island,US,41.6809,-71.5118,2020-02-11,0
1908,,India,21.0,78.0,2020-02-15,3
1909,,Poland,51.9194,19.1451,2020-02-17,0
1910,Vermont,US,44.0459,-72.7107,2020-02-23,0
1911,Shanxi,China,37.5777,112.2922,2020-02-11,124
1912,Alaska,US,61.3707,-152.4044,2020-02-04,0
1913,,Jamaica,18.1096,-77.2975,2020-02-11,0
1914,Jiangxi,China,27.614,115.7221,2020-02-13,872
1915,Delaware,US,39.3185,-75.5071,2020-02-12,0
1916,Connecticut,US,41.5978,-72.7554,2020-02-27,0
1917,,Armenia,40.0691,45.0382,2020-03-16,52
1918,,Cyprus,35.1264,33.4299,2020-02-02,0
1919,,Guatemala,15.7835,-90.2308,2020-03-13,0
1920,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-08,0
1921,Kansas,US,38.5266,-96.7265,2020-02-28,0
1922,Michigan,US,43.3266,-84.5361,2020-03-13,16
1923,,Armenia,40.0691,45.0382,2020-03-07,1
1924,Mayotte,France,-12.8275,45.1662,2020-02-21,0
1925,Shaanxi,China,35.1917,108.8701,2020-02-08,195
1926,,Bangladesh,23.685,90.3563,2020-02-12,0
1927,,Mexico,23.6345,-102.5528,2020-03-08,7
1928,,Tanzania,-6.369,34.8888,2020-03-14,0
1929,Jilin,China,43.6661,126.1923,2020-02-04,42
1930,,Malaysia,2.5,112.5,2020-03-17,673
1931,,Mexico,23.6345,-102.5528,2020-01-27,0
1932,,Greenland,71.7069,-42.6043,2020-03-20,0
1933,Western Australia,Australia,-31.9505,115.8605,2020-02-26,0
1934,Virginia,US,37.7693,-78.17,2020-02-02,0
1935,,Colombia,4.5709,-74.2973,2020-03-03,0
1936,,Kenya,-0.0236,37.9062,2020-02-20,0
1937,,Romania,45.9432,24.9668,2020-03-13,89
1938,,Congo (Kinshasa),-4.0383,21.7587,2020-03-18,4
1939,,Mauritania,21.0079,10.9408,2020-02-07,0
1940,,Guinea,9.9456,-9.6966,2020-02-10,0
1941,,Georgia,42.3154,43.3569,2020-03-01,3
1942,St Martin,France,18.0708,-63.0501,2020-02-21,0
1943,,Trinidad and Tobago,10.6918,-61.2225,2020-01-31,0
1944,,Ecuador,-1.8312,-78.1834,2020-01-30,0
1945,,Algeria,28.0339,1.6596,2020-02-15,0
1946,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-26,0
1947,,Pakistan,30.3753,69.3451,2020-03-18,299
1948,,Kazakhstan,48.0196,66.9237,2020-01-24,0
1949,,Mongolia,46.8625,103.8467,2020-03-10,1
1950,Shanxi,China,37.5777,112.2922,2020-01-29,27
1951,,New Zealand,-40.9006,174.886,2020-03-22,66
1952,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-25,0
1953,Ohio,US,40.3888,-82.7649,2020-03-03,0
1954,,Congo (Kinshasa),-4.0383,21.7587,2020-02-08,0
1955,,Burkina Faso,12.2383,-1.5616,2020-02-17,0
1956,,Sweden,63.0,16.0,2020-02-11,1
1957,Virginia,US,37.7693,-78.17,2020-02-06,0
1958,,The Bahamas,24.25,-76.0,2020-03-22,0
1959,Shandong,China,36.3427,118.1498,2020-02-21,749
1960,,Aruba,12.5211,-69.9683,2020-03-06,0
1961,,Kosovo,42.6026,20.903,2020-02-20,0
1962,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-24,0
1963,,Cambodia,11.55,104.9167,2020-02-06,1
1964,,Czechia,49.8175,15.473,2020-03-22,0
1965,,French Guiana,3.9339,-53.1258,2020-03-22,18
1966,,Monaco,43.7333,7.4167,2020-03-11,1
1967,,Central African Republic,6.6111,20.9394,2020-02-11,0
1968,Shaanxi,China,35.1917,108.8701,2020-02-05,165
1969,,Barbados,13.1939,-59.5432,2020-02-27,0
1970,,Malta,35.9375,14.3754,2020-03-05,0
1971,,Peru,-9.19,-75.0152,2020-03-03,0
1972,,Slovenia,46.1512,14.9955,2020-02-16,0
1973,New Jersey,US,40.2989,-74.521,2020-02-19,0
1974,,Barbados,13.1939,-59.5432,2020-01-22,0
1975,,Rwanda,-1.9403,29.8739,2020-03-10,0
1976,Colorado,US,39.0598,-105.3111,2020-02-17,0
1977,Queensland,Australia,-28.0167,153.4,2020-01-28,0
1978,,Guatemala,15.7835,-90.2308,2020-03-02,0
1979,,Ecuador,-1.8312,-78.1834,2020-03-04,10
1980,Colorado,US,39.0598,-105.3111,2020-03-06,0
1981,,Republic of the Congo,-1.44,15.556,2020-01-27,0
1982,,Egypt,26.0,30.0,2020-03-03,2
1983,,Sudan,12.8628,30.2176,2020-02-23,0
1984,,Malaysia,2.5,112.5,2020-03-13,197
1985,,Sweden,63.0,16.0,2020-01-23,0
1986,French Polynesia,France,-17.6797,149.4068,2020-02-16,0
1987,,Hungary,47.1625,19.5033,2020-02-14,0
1988,New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0
1989,,Suriname,3.9193,-56.0278,2020-02-09,0
1990,,Peru,-9.19,-75.0152,2020-02-27,0
1991,,Ireland,53.1424,-7.6921,2020-03-06,18
1992,,Namibia,-22.9576,18.4904,2020-02-27,0
1993,Ontario,Canada,51.2538,-85.3232,2020-03-18,221
1994,,Ireland,53.1424,-7.6921,2020-03-12,43
1995,Fujian,China,26.0789,117.9874,2020-01-25,18
1996,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-03-17,1950
1997,,Martinique,14.6415,-61.0242,2020-02-26,0
1998,,Trinidad and Tobago,10.6918,-61.2225,2020-03-01,0
1999,,Congo (Brazzaville),-4.0383,21.7587,2020-03-22,3
2000,New Hampshire,US,43.4525,-71.5639,2020-01-29,0
2001,,Egypt,26.0,30.0,2020-02-18,1
2002,,Guyana,5.0,-58.75,2020-01-30,0
2003,Guam,US,13.4443,144.7937,2020-02-01,0
2004,Michigan,US,43.3266,-84.5361,2020-02-25,0
2005,,Barbados,13.1939,-59.5432,2020-03-15,0
2006,Alaska,US,61.3707,-152.4044,2020-02-24,0
2007,,Mongolia,46.8625,103.8467,2020-03-09,0
2008,,Honduras,15.2,-86.2419,2020-03-08,0
2009,,Argentina,-38.4161,-63.6167,2020-02-05,0
2010,,Cote d'Ivoire,7.54,-5.5471,2020-03-08,0
2011,,Benin,9.3077,2.3158,2020-03-08,0
2012,Guam,US,13.4443,144.7937,2020-02-14,0
2013,,Portugal,39.3999,-8.2245,2020-02-16,0
2014,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-11,0
2015,,Singapore,1.2833,103.8333,2020-02-16,75
2016,,Guinea,9.9456,-9.6966,2020-01-31,0
2017,North Carolina,US,35.6301,-79.8064,2020-01-28,0
2018,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-18,0
2019,,Portugal,39.3999,-8.2245,2020-01-28,0
2020,,Liberia,6.4281,-9.4295,2020-02-12,0
2021,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-13,9
2022,Tasmania,Australia,-41.4545,145.9707,2020-02-13,0
2023,,Ukraine,48.3794,31.1656,2020-02-20,0
2024,Tasmania,Australia,-41.4545,145.9707,2020-03-18,10
2025,,Barbados,13.1939,-59.5432,2020-02-24,0
2026,Montana,US,46.9219,-110.4544,2020-03-04,0
2027,,Uzbekistan,41.3775,64.5853,2020-02-01,0
2028,Jiangxi,China,27.614,115.7221,2020-02-09,740
2029,Jiangsu,China,32.9711,119.455,2020-03-07,631
2030,Nevada,US,38.3135,-117.0554,2020-02-26,0
2031,,Iraq,33.0,44.0,2020-02-15,0
2032,St Martin,France,18.0708,-63.0501,2020-02-23,0
2033,,Mauritania,21.0079,10.9408,2020-01-22,0
2034,,Liberia,6.4281,-9.4295,2020-02-25,0
2035,,San Marino,43.9424,12.4578,2020-03-19,119
2036,,Guatemala,15.7835,-90.2308,2020-02-08,0
2037,Anhui,China,31.8257,117.2264,2020-01-23,9
2038,,Slovenia,46.1512,14.9955,2020-02-06,0
2039,Maryland,US,39.0639,-76.8021,2020-03-15,32
2040,New Hampshire,US,43.4525,-71.5639,2020-02-25,0
2041,,Philippines,13.0,122.0,2020-01-30,1
2042,,French Guiana,3.9339,-53.1258,2020-03-13,0
2043,Tianjin,China,39.3054,117.323,2020-02-19,130
2044,,Czechia,49.8175,15.473,2020-03-14,0
2045,Shanxi,China,37.5777,112.2922,2020-02-28,133
2046,Fujian,China,26.0789,117.9874,2020-03-09,296
2047,,Uruguay,-32.5228,-55.7658,2020-02-21,0
2048,Anhui,China,31.8257,117.2264,2020-02-01,297
2049,,North Macedonia,41.6086,21.7453,2020-02-25,0
2050,Manitoba,Canada,53.7609,-98.8139,2020-03-08,0
2051,,Jamaica,18.1096,-77.2975,2020-03-03,0
2052,,Portugal,39.3999,-8.2245,2020-02-25,0
2053,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-03,0
2054,,Portugal,39.3999,-8.2245,2020-02-22,0
2055,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-14,0
2056,New York,US,42.1657,-74.9481,2020-03-20,8310
2057,,Sri Lanka,7.0,81.0,2020-01-25,0
2058,,Latvia,56.8796,24.6032,2020-02-20,0
2059,,Montenegro,42.5,19.3,2020-03-22,21
2060,Sichuan,China,30.6171,102.7103,2020-03-11,539
2061,,Brazil,-14.235,-51.9253,2020-02-12,0
2062,,San Marino,43.9424,12.4578,2020-03-20,144
2063,From Diamond Princess,Australia,35.4437,139.638,2020-02-17,0
2064,Delaware,US,39.3185,-75.5071,2020-02-25,0
2065,,Jordan,31.24,36.51,2020-03-08,1
2066,,Republic of the Congo,-1.44,15.556,2020-03-19,0
2067,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3
2068,,Cote d'Ivoire,7.54,-5.5471,2020-03-22,14
2069,Jilin,China,43.6661,126.1923,2020-02-20,91
2070,Oklahoma,US,35.5653,-96.9289,2020-02-15,0
2071,New Brunswick,Canada,46.5653,-66.4619,2020-02-10,0
2072,,Andorra,42.5063,1.5218,2020-02-12,0
2073,Fujian,China,26.0789,117.9874,2020-03-10,296
2074,New York,US,42.1657,-74.9481,2020-02-18,0
2075,Henan,China,33.882,113.614,2020-03-11,0
2076,,San Marino,43.9424,12.4578,2020-01-28,0
2077,,Seychelles,-4.6796,55.492,2020-01-31,0
2078,Grand Princess,Canada,37.6489,-122.6655,2020-03-09,0
2079,,Hungary,47.1625,19.5033,2020-02-24,0
2080,,Romania,45.9432,24.9668,2020-02-29,3
2081,North Dakota,US,47.5289,-99.784,2020-01-27,0
2082,California,US,36.1162,-119.6816,2020-02-03,0
2083,Minnesota,US,45.6945,-93.9002,2020-02-16,0
2084,,Spain,40.0,-4.0,2020-02-18,2
2085,,Tanzania,-6.369,34.8888,2020-02-18,0
2086,Manitoba,Canada,53.7609,-98.8139,2020-03-18,15
2087,,Chile,-35.6751,-71.543,2020-02-20,0
2088,Idaho,US,44.2405,-114.4788,2020-02-03,0
2089,From Diamond Princess,Australia,35.4437,139.638,2020-01-22,0
2090,,Eswatini,-26.5225,31.4659,2020-02-23,0
